token_id,count,tokens,prob
236,65588772,<0xE9>,1.4235326658867765e-05
237,15051623,<0xEA>,3.2667903913664855e-06
238,39230255,<0xEB>,8.514498408899627e-06
239,43898645,<0xEC>,9.527721474289412e-06
240,19296535,<0xED>,4.188102181716024e-06
241,6728339,<0xEE>,1.460312498861843e-06
242,65410353,<0xEF>,1.4196602763455474e-05
243,115808950,<0xF0>,2.5135067832501635e-05
244,32993,<0xF1>,7.160770329043882e-09
245,12405,<0xF2>,2.692369773339477e-09
246,195916,<0xF3>,4.252142817521781e-08
247,347015,<0xF4>,7.531581595287373e-08
248,0,<0xF5>,0.0
249,0,<0xF6>,0.0
250,0,<0xF7>,0.0
251,0,<0xF8>,0.0
252,0,<0xF9>,0.0
253,0,<0xFA>,0.0
254,0,<0xFB>,0.0
255,0,<0xFC>,0.0
256,0,<0xFD>,0.0
257,0,<0xFE>,0.0
258,0,<0xFF>,0.0
259,4056610312,▁▁,0.0008804429654370032
260,2619285550,▁t,0.0005684873230604487
261,3861115341,er,0.0008380129170081214
262,4391747816,in,0.0009531809005987958
263,63495246344,▁a,0.013780949778906048
264,2021177457,en,0.0004386744934931036
265,2716228076,on,0.0005895276396064847
266,621329042,▁th,0.00013485268294871215
267,6402789470,es,0.0013896555287452067
268,914038135,▁▁▁▁,0.0001983819948692937
269,2309901667,▁s,0.0005013389300779742
270,2340021441,▁d,0.0005078760980826027
271,1984840070,at,0.00043078786049020645
272,2965019806,or,0.0006435251675152987
273,2663459269,an,0.0005780747463423183
274,2763101069,▁c,0.0005997009108309227
275,2283602575,is,0.0004956309993752677
276,3897630790,re,0.0008459381964234797
277,2537416036,it,0.0005507184391546371
278,137665704475,▁the,0.029878837690767848
279,1935119202,ar,0.00041999648909904144
280,1923173430,le,0.0004174037897478117
281,2220930184,▁w,0.00048202864136226377
282,2865034892,▁p,0.000621824533880188
283,460095073,ou,9.985861083495525e-05
284,4030416013,al,0.0008747577789104883
285,2143976610,▁f,0.0004653267085458154
286,2162753065,▁m,0.0004694019330433945
287,11129620280,ed,0.002415562533705606
288,854262082,▁o,0.00018540825538789597
289,3437626031,▁b,0.0007460991872558932
290,1153083621,om,0.000250264206957939
291,1296920913,ion,0.0002814825203202771
292,16690385544,ing,0.00362246590439724
293,4244175900,ic,0.0009211520278835848
294,1823624149,as,0.00039579770549774495
295,1744199904,el,0.00037855954052327424
296,1642312509,ent,0.00035644599416436253
297,45556776378,▁in,0.009887600781210246
298,2004038617,▁h,0.00043495469544666253
299,254445487,nd,5.522461412022916e-05
300,2024351951,et,0.00043936348274673095
301,1952576409,▁l,0.000423785385225904
302,1401283171,▁n,0.0003041332086650297
303,1052279204,st,0.00022838570914658
304,78736012185,▁to,0.017088791558257373
305,1331287284,ch,0.000288941365826103
306,25962547346,▁I,0.0056348873610048734
307,914102940,ro,0.00019839606008679962
308,156191484,▁▁▁▁▁▁▁▁,3.389965581415853e-05
309,1344383043,il,0.00029178365729652124
310,72227291840,▁of,0.015676144889978642
311,769589844,de,0.0001670310708468072
312,281181573,ct,6.1027389598165866e-05
313,15018085485,▁(,0.0032595114400034127
314,1884447644,am,0.0004089987808259888
315,3247024269,▁C,0.000704731156401073
316,1608320435,▁de,0.0003490683857346391
317,2895109794,▁S,0.0006283519629072696
318,471444749,▁u,0.00010232193405942898
319,4433602053,▁A,0.0009622649056439378
320,996253659,▁\,0.0002162259764667839
321,1404169269,▁e,0.00030475960471646824
322,71520053574,▁and,0.015522646548186829
323,2764816594,▁T,0.0006000732467966952
324,1165847569,ol,0.00025303448247455945
325,1208568111,▁v,0.00026230650955891895
326,1226544797,im,0.00026620815292943207
327,1331088442,ot,0.000288898209341583
328,1342589687,ad,0.0002913944289622015
329,861355284,ut,0.00018694775741619028
330,2253940900,▁g,0.0004891932567556289
331,825633365,em,0.000179194705021085
332,1275276325,ur,0.00027678479887831124
333,1764469916,id,0.000382958925256368
334,963572769,▁*,0.00020913294620464505
335,828766866,ig,0.0001798747971917524
336,953162109,ra,0.0002068734261478523
337,2280991236,▁re,0.0004950642367640993
338,37284065551,▁is,0.00809209924358888
339,628841979,qu,0.00013648328387477453
340,540274825,ow,0.00011726075035278319
341,2675578981,▁M,0.000580705197470926
342,1855012962,est,0.0004026103045579792
343,627079866,▁y,0.00013610083649239575
344,1023761843,se,0.0002221963273834353
345,3014703171,ve,0.000654308399289889
346,783641208,ce,0.0001700807659461857
347,1108787412,ie,0.00024065019855929907
348,897965914,un,0.00019489369482811415
349,2545095389,▁P,0.0005523851588560482
350,2625210435,▁B,0.000569773254643239
351,736125163,ag,0.00015976792730800448
352,971007551,ul,0.00021074658444149863
353,2263668677,▁=,0.000491304564515128
354,879549320,he,0.00019089657423049505
355,1351044280,end,0.00029322940603911297
356,137565746,ode,2.9857142795428943e-05
357,816349589,ter,0.00017717976282964168
358,1546261331,ment,0.0003355991349671961
359,1210447980,os,0.0002627145145950687
360,2778982987,▁D,0.0006031479076842766
361,615592890,if,0.00013360771380239365
362,3856154962,ation,0.0008369363209191325
363,24695673759,▁for,0.005359926284642039
364,1602600370,▁r,0.0003478269080959824
365,2119150690,▁L,0.00045993851373700087
366,23125675124,▁you,0.005019175227079908
367,17461625779,▁be,0.003789855174586457
368,4870541716,ly,0.0010570978876217158
369,754807160,ver,0.000163822650728272
370,936452856,ab,0.00020324686526818425
371,512211618,te,0.00011116993775546205
372,25031019281,▁it,0.005432709367838939
373,18808890052,▁on,0.00408226417138818
374,624083398,ri,0.00013545048583782268
375,1727213167,us,0.000374872754771846
376,8529456400,"▁""",0.0018512253602883473
377,408669562,▁wh,8.869726529727394e-05
378,486577379,▁con,0.00010560630613545721
379,2392748823,▁H,0.000519320000502927
380,1784244376,▁st,0.0003872507558398514
381,977951272,ir,0.0002122536432512449
382,1777060161,▁E,0.00038569150043387215
383,2273848589,▁F,0.0004935140032385505
384,772809960,ck,0.00016772996185729063
385,9977101608,▁an,0.002165420942758234
386,1846442918,th,0.0004007502701023734
387,353179207,eg,7.665368976209642e-05
388,1350030107,ay,0.00029300929086538164
389,338374193,ith,7.344042316093014e-05
390,2280948511,▁R,0.0004950549637694548
391,2221275011,ist,0.0004821034822967121
392,1799343722,and,0.00039052790398717857
393,35298816920,▁that,0.007661222709395573
394,1058467634,▁al,0.00022972884029341008
395,2097558926,▁$,0.0004552522571673371
396,694604677,▁#,0.00015075635927247323
397,956660086,od,0.00020763262385382864
398,1261782989,um,0.00027385621766203445
399,1839101841,▁W,0.00039915696951240505
400,156090134,ht,3.38776589035154e-05
401,117540159,code,2.5510807839187107e-05
402,2235196472,▁G,0.00048512498336862863
403,2870656835,ate,0.0006230447152103482
404,844202000,ess,0.00018322482445729408
405,1808884180,▁N,0.0003925985562034635
406,349541364,ere,7.586413566831532e-05
407,351389156,pp,7.626517874193228e-05
408,16901645012,▁as,0.0036683174647337956
409,731441572,▁se,0.00015875140503157683
410,678238494,▁pro,0.00014720425798959194
411,18953073760,▁with,0.0041135576705600635
412,750637069,pe,0.00016291757801884234
413,1429095981,▁k,0.0003101696753281199
414,4981532230,ers,0.0010811871665432002
415,592152232,pt,0.00012852017498204797
416,564176134,);,0.00012244826844184782
417,507272878,lo,0.00011009803817510068
418,1031297632,▁▁▁▁▁,0.00022383188808652795
419,340436193,▁com,7.388795774155295e-05
420,363561546,ame,7.890706305513661e-05
421,199223515,▁`,4.3239288184155085e-05
422,252173524,▁Com,5.473150936349029e-05
423,1581988318,ia,0.00034335328731635307
424,1801779107,ant,0.000391056477704264
425,534816307,▁la,0.00011607603863408674
426,912516577,▁{,0.00019805175732253165
427,833263509,▁en,0.0001808507444464641
428,402153781,ction,8.728308619093781e-05
429,701417021,▁ex,0.00015223490413915526
430,78988944,ld,1.7143687646401018e-05
431,419312624,ub,9.100722567007345e-05
432,1004635529,▁j,0.00021804516981076302
433,613945143,la,0.00013325008831130856
434,571976891,ue,0.00012414133755558958
435,1329308995,▁J,0.00028851199980381117
436,301214416,ich,6.537529938996395e-05
437,6351500676,▁do,0.0013785238561392708
438,1247811361,▁O,0.00027082382839064845
439,332730727,▁qu,7.221557049867548e-05
440,431952462,iv,9.37505644666158e-05
441,384014495,ort,8.334615226620102e-05
442,362495535,art,7.867569700963501e-05
443,2603995089,▁un,0.000565168695489564
444,12699231,▁##,2.7562293985534586e-06
445,12858348357,▁this,0.0027907640831484177
446,790960924,ke,0.00017166943036439042
447,407717725,▁ha,8.849067947156285e-05
448,4175588027,▁-,0.0009062657791062493
449,661360665,out,0.0001435411095301649
450,10810559217,▁The,0.0023463138144899057
451,12784088456,▁not,0.002774646782638657
452,284435327,▁ne,6.17335813691842e-05
453,826742593,ill,0.000179435450844458
454,600590492,▁le,0.00013035160715968439
455,355919922,ci,7.724853202113215e-05
456,254016672,rom,5.513154450762501e-05
457,1849877532,ine,0.00040149571556119556
458,187509065,//,4.06967947467269e-05
459,882624113,op,0.00019156392447092034
460,3088111,egin,6.702407668776417e-07
461,152440494,▁Comment,3.3085544399720906e-05
462,795307612,▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁▁,0.00017261283152403067
463,121436271,begin,2.6356416398827995e-05
464,2037114,ст,4.4213334610614066e-07
465,715546309,ass,0.00015530151179171537
466,392541618,iz,8.519687118750274e-05
467,3258767874,).,0.0007072799776128455
468,480920152,og,0.00010437846679843826
469,1608607,▁п,3.4913058153827456e-07
470,12842777808,▁or,0.0027873846655360112
471,15595473551,▁was,0.0033848272139965882
472,10977363267,▁at,0.0023825168118531146
473,630771208,our,0.00013690200195985716
474,1333440691,▁i,0.00028940873929780776
475,754065912,ain,0.00016366177094514033
476,1788034081,▁K,0.0003880732699222273
477,4452176,на,9.662961779917339e-07
478,1239083196,▁V,0.00026892947549885324
479,800142817,ge,0.0001736622599633616
480,371229393,▁su,8.057128550490621e-05
481,770693773,ap,0.00016727066658010127
482,1290176659,age,0.0002800187536444751
483,126879689,ould,2.753785082743356e-05
484,698518743,ne,0.00015160586455173608
485,360064888,av,7.814815162370529e-05
486,96645812,xt,2.0975918012789174e-05
487,523536012,ore,0.00011362777379794385
488,944942493,ile,0.0002050894482625756
489,642244096,--,0.00013939206700331618
490,16766760,▁в,3.639042145976413e-06
491,10971083991,▁by,0.002381153963574126
492,429802483,li,9.328393500487338e-05
493,578532302,ath,0.00012556411792062118
494,4451659,ра,9.661839687879598e-07
495,650767214,ber,0.00014124191668310704
496,590550678,ach,0.00012817257517713296
497,618406063,all,0.0001342182822790059
498,710894568,▁Th,0.00015429190220994963
499,265890186,ult,5.770856104909402e-05
500,431555762,▁},9.366446506402943e-05
501,1210408175,▁U,0.0002627058753545344
502,2234142588,▁us,0.00048489624935603643
503,290336950,▁z,6.30144641889218e-05
504,505654092,ust,0.00010974669835277863
505,13864872151,▁have,0.003009219080255437
506,344933376,lic,7.486402219736723e-05
507,3875711,ни,8.411807453929316e-07
508,11367283662,▁can,0.002467144775215194
509,395106713,tr,8.575359704350791e-05
510,861549377,com,0.00018698988318212475
511,2205686644,"),",0.0004787201974819985
512,3599610181,▁In,0.0007812560779628733
513,479484521,ind,0.00010406687876860601
514,689581051,ell,0.0001496660361128632
515,10973963022,▁from,0.0023817788258103942
516,2276326,ов,4.940516982399643e-07
517,994644262,to,0.00021587667442437333
518,1810489171,▁[,0.0003929469019716926
519,2372512080,able,0.0005149278364429481
520,391058053,ost,8.48748796064641e-05
521,1634359980,▁ch,0.00035471998459554304
522,146323282,ect,3.1757870342009537e-05
523,628320189,ight,0.00013637003505381274
524,561461840,int,0.00012185916057231483
525,2159006260,▁',0.0004685887299375019
526,17464750550,▁are,0.0037905333720059655
527,354566530,▁im,7.69547930681068e-05
528,1930749903,▁sh,0.00041904818046878894
529,815589141,▁<,0.00017701471589619578
530,757236646,▁An,0.00016434994413183117
531,10453072,▁с,2.2687251182056615e-06
532,181036001,ata,3.929188689872272e-05
533,544951912,ire,0.00011827586100704187
534,775388698,▁tr,0.00016828964877744877
535,427797344,con,9.2848741483314e-05
536,258970989,ord,5.620682490571787e-05
537,2364484025,ity,0.0005131854347806581
538,886492912,ard,0.00019240360504220013
539,249451567,▁▁▁▁▁▁,5.4140738323495956e-05
540,8756356115,▁he,0.0019004714654270287
541,9844951991,▁but,0.002136739311611987
542,743477302,oc,0.00016136362878426324
543,420816064,"=""",9.133353090280458e-05
544,340823063,▁pr,7.397192364999405e-05
545,1434100084,ure,0.0003112557612337932
546,658634258,per,0.0001429493726662696
547,408535331,ack,8.86681319246786e-05
548,148693445,ork,3.227228833629311e-05
549,495085127,ong,0.00010745281992460589
550,1468902804,ans,0.00031880931152464346
551,2536303,ко,5.504768668464518e-07
552,340992148,ple,7.40086217026442e-05
553,499369900,▁des,0.00010838278310967813
554,372152379,ok,8.077160953615293e-05
555,367710890,orm,7.980763285479704e-05
556,152427025,wer,3.3082621100367656e-05
557,812363344,ak,0.00017631459188670532
558,349033354,pr,7.575387764586033e-05
559,486497516,ase,0.0001055889727435017
560,408390549,▁el,8.863670857276215e-05
561,850665488,ph,0.00018462765393907903
562,696717947,ac,0.00015121502144666954
563,287577926,▁und,6.241564816139111e-05
564,453317062,▁ar,9.838751757096795e-05
565,6234797364,▁if,0.001353194676802116
566,730745905,ud,0.00015860041810669898
567,997837981,ps,0.0002165698362542919
568,900757472,ite,0.00019549957200503667
569,266884908,ble,5.7924454595702305e-05
570,4521646,но,9.813738828005926e-07
571,283731283,fer,6.158077630794268e-05
572,396301603,pl,8.601293486845476e-05
573,2493654222,ive,0.0005412204153545481
574,592997831,ang,0.00012870370301009846
575,1091397886,ens,0.00023687599185433326
576,3194343,ро,6.932972623037924e-07
577,6721477783,▁so,0.0014588233466442595
578,293088340,so,6.361162334012443e-05
579,915091878,ast,0.00019861069827937575
580,345303711,(),7.494439936463928e-05
581,1270019,swer,2.756437539030092e-07
582,269353469,ru,5.846022880126818e-05
583,2224552053,ies,0.0004828147284737991
584,526245769,▁:,0.00011421589696117603
585,275881134,au,5.987698720001756e-05
586,406399430,ov,8.820455793908847e-05
587,3944217,ре,8.560492245297631e-07
588,2551968,го,5.538767840168963e-07
589,130544389,▁der,2.8333233939755783e-05
590,6467352741,▁my,0.0014036682816116577
591,9079989148,▁we,0.0019707124808001344
592,4687220232,▁me,0.0010173099615979082
593,253483361,nt,5.501579517943561e-05
594,781188589,▁ad,0.00016954845177761513
595,121331477,urn,2.6333672005597253e-05
596,9487775999,▁your,0.002059218163315063
597,423208902,://,9.185287025820144e-05
598,728356739,are,0.00015808187571879971
599,7762515653,▁all,0.0016847692470142483
600,310954616,ff,6.748930342593987e-05
601,373761251,io,8.11207976330471e-05
602,56429187,estion,1.2247338767667952e-05
603,265853033,ime,5.770049739619689e-05
604,208457522,▁er,4.52434285576823e-05
605,86698099,lass,1.8816875546440427e-05
606,11979207,▁и,2.5999560528316546e-06
607,5982394128,▁which,0.0012984133109577409
608,268919537,ome,5.8366048599697464e-05
609,165804625,ont,3.5986083081812735e-05
610,517012750,▁par,0.00011221197102225873
611,170004369,▁ma,3.689759165104803e-05
612,884396111,▁Y,0.00019194851728459369
613,653895535,""",",0.0001419208845913459
614,10417956,▁о,2.2611035739121837e-06
615,264212713,ft,5.734448385435052e-05
616,926331562,ial,0.00020105014894148678
617,118647362,cc,2.575111415842538e-05
618,472160551,ound,0.00010247729106615981
619,294338460,▁li,6.388294823339707e-05
620,626147487,▁res,0.00013589847381308126
621,423546057,eth,9.192604606883668e-05
622,75287614,ject,1.634035439261991e-05
623,521270902,▁app,0.00011313615641001246
624,744517722,▁St,0.0001615894405826976
625,638912187,ice,0.00013866891254308902
626,1859375040,▁am,0.00040355704594904315
627,307654906,act,6.677313740701314e-05
628,299701490,▁del,6.50469353245307e-05
629,216162411,gr,4.691569056901127e-05
630,2589753273,ated,0.0005620776648635371
631,442254414,ier,9.598649063922315e-05
632,64010848,▁▁▁▁▁▁▁▁▁▁▁▁,1.3892855487386352e-05
633,662291844,▁ab,0.00014374321176258476
634,418882680,▁et,9.091391102034926e-05
635,1488245376,ally,0.00032300740553443323
636,470449218,..,0.00010210586492820589
637,231430132,port,5.022938267124266e-05
638,394888302,ik,8.57061933212536e-05
639,1138796894,▁per,0.0002471634288898412
640,372817733,▁cont,8.09160173554331e-05
641,3560357,ри,7.727366037160515e-07
642,6341316,ка,1.3763133834416764e-06
643,145741662,ser,3.163163607295918e-05
644,4889913,ли,1.0613022132575382e-06
645,1786165259,ll,0.00038766766251678174
646,10674069,iew,2.316690103517931e-06
647,193098520,ign,4.19099249112929e-05
648,230283173,_{,4.9980447746384964e-05
649,130236163,put,2.8266336852633064e-05
650,1128500675,one,0.00024492874700227297
651,66011235,unction,1.4327017639242962e-05
652,669831757,▁di,0.00014537966753483866
653,1645884917,ary,0.000357221346306018
654,568039203,ition,0.00012328670537920571
655,436807614,ma,9.480432218445286e-05
656,1777903,ен,3.8587442943406497e-07
657,382045512,get,8.291880600957714e-05
658,503969848,▁lo,0.00010938115158643213
659,136049759,▁val,2.952811437337529e-05
660,416759355,▁Q,9.045306651821495e-05
661,283241203,ran,6.147440979617176e-05
662,1791823,▁д,3.8889561341188726e-07
663,765745535,ence,0.00016619670556256884
664,2805176779,▁work,0.0006088329841719785
665,11690685,▁на,2.5373355037189213e-06
666,649768671,ip,0.0001410251938301784
667,64507128,item,1.400056764144624e-05
668,108505577,ype,2.354995048396285e-05
669,911813696,▁&,0.00019789920467773887
670,7554011133,▁his,0.0016395156180539375
671,2846323333,▁use,0.0006177633943506711
672,418340884,der,9.079632011557568e-05
673,113586798,▁Answer,2.465277400932019e-05
674,7820408262,▁will,0.0016973342055447893
675,736524113,ize,0.00015985451504851828
676,5499658,та,1.193640706401019e-06
677,243393951,low,5.282599892672871e-05
678,844347737,▁Ch,0.00018325645508153083
679,4324963438,▁get,0.0009386860807150008
680,788505446,ide,0.00017113649568109335
681,1617904100,ous,0.0003511484155584047
682,547348252,ink,0.00011879596043329293
683,132069198,ption,2.8664177080563197e-05
684,4327371,ла,9.392086157537948e-07
685,52399185,turn,1.1372670845757622e-05
686,325730438,ung,7.069623422231587e-05
687,192951732,ec,4.187806617898424e-05
688,476704733,ug,0.00010346355614164174
689,152763784,form,3.315571096352767e-05
690,343278871,res,7.450492995618713e-05
691,1951638,htt,4.2358171380094393e-07
692,38673207,oug,8.393597224095177e-06
693,3189461,ль,6.922376775207659e-07
694,4183816863,▁no,0.0009080517580918332
695,215507438,cl,4.677353583240881e-05
